text,score
"לכן אני סבור שוודאי שצריך להתנגד לחוק הה. אסור שזה יהיה. ואתם, אלה שרוממות זכויות האדם לנגד עיניהם כל הזמן. לאן אתם נעלמים? אני כבר לא מדבר על ראש ממששת המנדטים, שמאוד מזכיר את אותם עיתונאים שאומרים ""אני פונה לששת קוראיי"", מי שמכיר את המושג העיתונאי הזה. אז הוא פונה לששת המנדטים שלו. הבן אדם צריך להבין שאסירים, כל אסיר צריך שתהיה לו את הזכות המינימלית לפגוש שופט, לראות אותו, ואם זה לא מסתדר – אז שימתינו, אין מה לעשות.
",
"אתה מדבר כבר כפול מהזמן, אדוני. 
",
"דבר אחרון, אני רוצה להזכיר לכולם: הנושא הזה של אסירים יכול להגיע לרמות גבוהות גם לבתי משפט, ואנחנו נצא פיסטוק בנושא הזה. לכן חשוב מאוד להבחין ולראות לפני שרוצים לעשות חוק כזה שישלול מהם את הזכויות שלהם. ואני מתפלא על אחיי, על החברים היקרים מהסיעות הערביות שהם פה, בנושא הזה - - -
",
"הוא דיבר לעניין אוסאמה, בעניין הזה. 
",
"הוא דיבר, אבל לא מספיק בנחרצות כמו שאני מכיר אותו. 
",
"אז יש לך קשיים בהבנה. 
",
"אני מכיר אותך, זה לא דבר שמתאים לך. אתה עורך-דין, ואני לא שומע אותך צועק. אז אם אימת רול נמצאת עליך, אז זה משהו אחר. 
",
"על מה אתה מדבר? 
",
"על רול. 
",
"- - -
",
"פתאום רול לא מדבר. פתאום רול שותק. הה? 
",
"זה לא רול, זה חבר הכנסת יוראי להב הרצנו. זה שני אנשים שונים. 
",
"משה, אתה לא היית פה כל הבוקר, ואני רוצה לומר שיש עכשיו יושבת-ראש שבאמת הולכת בהגינות ובמכובדות, ולכן גם אנחנו צריכים להיות כאלה. אתה שמעת את הדברים בבוקר ואתה צודק, גם אני כעסתי, אבל עכשיו כולנו רגועים, מדברים לעניין. 
",
"נכון. ואגב, דיברו עכשיו מאוד לעניין, מאוד מעניין. 
",
"נכון. נכון. אז קודם כל אני רוצה לומר שבהצעת החוק הזאת אפשר לומר שלילות כימים הקדשנו לה, ובאמת – בוויכוחים קשים. אפשר אולי גם לציין שחברת הכנסת החדשה, גבי לסקי, הייתה בתפקידה האחר בזום, וניתנה לה רשות דיבור בזום להשמיע דברים, למרות שידעתי שבחלק מהדברים היא לא בכלל בכיוון שאני הלכתי פה. 
",
"אני רוצה לומר דבר אחד, ואמר פה את זה חבר הכנסת אוסאמה סעדי קודם: נהיה פה משהו מאוד מצחיק. אתם דיברתם שנים על כך שצריך להחליף את הממשלה הגרועה, המושחתת והרעה הזאת, וכל מילה שאפשר לומר. להחליף, להחליף ולא עושים טוב בשום דבר, פשיסטים וכן הלאה. ומגיעים לתקופה הזאת ואז ככה: ההכשרה של רע""מ שבאופן אישי אין לי שום בעיה אתה – כי ביבי הכשיר אותה, החוק הנורבגי? כי הליכוד עשה. עכשיו אתם מגדילים ועוד יותר מזה: אתם הולכים על חוק עידוד העריקות, ואני לא מבין איך לא רועדות לכם הידיים בעניין הזה – שמפלגה עם 30 מנדטים, 4 מהם יוכלו להיחשב כשליש. אני יודע ש-4 זה רחוק מאוד מהשליש. אבל עכשיו אומר בצדק אוסאמה, ידידי, שנאבק בחוק הזה – ששיפר את החוק הזה, הרבה מאוד שיפרנו אותו – אומר אוסאמה: חברים, למה אתם לוקחים חוק שהיה בזמן נתניהו ואתם מעבירים אותו ככה, אפילו בלי תיקון? היו מביאים אפילו רק תיקון קל, קוסמטי. 
",
"לא, יש תיקונים. יש תיקונים בחוק.
",
"אה, לא ראיתי. אז נדבר עליהם, בחקיקה עצמה. אבל אני רוצה לומר דבר אחד. אחת הסיבות, גברתי היושבת-ראש, שאני הלכתי קצת גם נגד עצמי בחוק הזה היה כי באמת היה מדובר בסכנת חיים, במגפה שהתפשטה חזק מאוד בבתי הסוהר. היום אנחנו בסוג אחר של בעיה – זאת בעיה יותר של בתי הספר, ילדים. לא ידוע לי שיש כל-כך הרבה ילדים בבתי הסוהר שזה יכול להכביד. 
",
"ודבר אחרון, גברתי – אני אעמוד בזמן שלי. דבר אחרון, אני מקווה שזה לא ככה, וגבי – תצרפי גם את הקואליציה בעניין הזה: אנחנו הצלחנו להביא לשינוי דרמטי, בהתנגדות בתי המשפט ובהתנגדות שר המשפטים, ובסוף הגענו להסכמה – שהולכים לעשות פיילוט של פתיחת מקום שיפוט ליד בית מעצר גדול בנגב. שזה חוסך – לעצירים היהודים והלא יהודים, את הנסיעה המשפילה, לא רק בימי קורונה. פשוט, השופטים ייכנסו לאוטו וייסעו קילומטר וחצי נוסף, ויבואו לשפוט שם במקום ראוי. הייתה החלטה. השר ניסנקורן שבהתחלה התנגד לזה – הצלחנו להוביל אותו בדרכי נועם של חברי הוועדה, ובמסגרת זה שעיכבתי את החקיקה עד שהם נתנו את ההסכמה. הסכימו וקיבלו את זה, והאוצר תקצב את זה. שמעתי שיצא מכתב או ממשרד המשפטים או מהאוצר – ואני מבקש את תגובתך בעניין הזה – שמקפיאים את הפיילוט הזה של הכלא הזה - - - איך קוראים לכלא הזה? בית כלא גדול בדרום. 
",
"אני מבקש לבדוק את זה, אנחנו ניאבק בזה. בתי המשפט הגיעו להחלטה בעניין הזה, בסופו של דבר. זה זכויות האסיר, number one. נכון, גבי? אני מבקש תשובה ממשרד המשפטים. תבדוק את זה. 
",
"החוק הזה – אין אתו בעיה. קודם כל אני מסכימה עם כל מה שנאמר פה על זכויות אסירים ועצירים, וזה התפקיד שלנו. אני שמחה לראות שיש קואליציה מקיר לקיר של כל סיעות הבית שהם עומדים להגן על זכויות האסיר. אני שמחה לשמוע, גברתי, יושבת הראש, שאת תעמדי גם כן בראשות הוועדה וככה יהיה אפשר לקדם את העניינים הללו. 
",
"אני רוצה לשאול כמה שאלות: אין כרגע התפרצות או משהו מדאיג. אז השאלה שלי היא כזאת: בחוק הזה כן היו תיקונים. מבקשים פה בחוק במקום שכל פעם תהיה הכרזה מחדש, מבקשים מנגנון של הארכה. למה להאריך, אם המצב לא מצריך את זה כרגע? אני שואלת את זה באמת. אני מבינה שאם חס וחלילה נחזור למצב שצריך, אז אנחנו נצטרך לעשות מעשה. אבל גם לפגוע - - - חוץ מזה, אנחנו חוזרים לעניין הזה שפגיעה בזכויות – זה צריך להיות על-ידי הכנסת, לא על-ידי שר כזה או אחר, בלי פיקוח של הכנסת. הדברים האלה לא יכולים לקרות, לא במשמרת שלנו פה. 
",
"לכן, מאחר וכרגע החוק הזה מתקן את הנושא של בידוד – לא להביא את מי שנמצא בבידוד להיוועצות חזותית, אז זה בסדר- אני חושבת שגם האופוזיציה יכולה להסכים עם זה שכל מי שנמצא בבידוד - - 
",
"ברור. 
",
"- - כל מי שיש חשש שנדבק, או שהיה ליד מי שחלה – כולנו יכולים להסכים להעביר את זה ביחד. 
",
"לא, יש בידוד ויש חשש להידבקות. ""חשש להידבקות"" זה משהו מאוד מאוד רחב. אין לזה גבול. מי שחייב בידוד – אני איתך. 
",
"אני חושבת שאנחנו יכולים להגיע בהסכמה, שאת הדבר הזה אפשר להעביר אותו בהסכמה. לגבי הדברים האחרים מדובר בפגיעה חמורה בזכויות, אנחנו צריכים לחפש אלטרנטיבות. לא ידעתי על האלטרנטיבה הזו בקציעות, ואני מבקשת כחברת קואליציה שאנחנו נבדוק את הדבר הזה לפני שאנחנו מביאים את זה להצבעה כפי שזה נמצא. 
",
"אני רוצה לחדד לכם: מדובר כרגע על לקבל פטור מחובת הנחה, וכל הדיון המהותי הזה שעליו את מדברת, וכל חברי הכנסת – שכתבתי פה שהדברים הם מאוד חשובים, הם יתקיימו בוועדה. זאת אומרת, אנחנו כן נגיע לגופו של עניין וכרגע זה רק פרוצדורה של פטור מחובת הנחה. לכן היה חשוב לי - - -
",
"אבל עדיף לגדוע את זה בעודו באיבו. 
",
"לא, לא. את הלקטוע – אגב, חברת הכנסת גבי לסקי מדברת ואני באמת סומכת עליה בעניין, היא אומר: מירב, בתוך האירועים צריך כן להחריג את הנושא של הזום, ובאמת מרחוק, לבין מקומות שבאמת בהם חייבים להביא את אותו עצור לפני בית משפט. אבל כל הדברים המהותיים האלה יהיו בדיון בוועדה. צריך לזכור שאנחנו רק מתעסקים בפטור מחובת הנחה. אבל תודה על הדברים, זה מאוד רלוונטי ומעניין. 
",
"חבר הכנסת אופיר כץ, בבקשה. 
",
"תודה רבה, גברתי יושבת-הראש, זה לא כל-כך נעים, אבל אני אמשיך – אני מרגיש שאני פה הפה של גילאי 67 פלוס, ותוך כדי הדיון הם באמת לחוצים וממשיכים לשלוח לי הודעות. מאחר ואני הפה שלהם אני אקרא את ההודעות, כמובן בלי שמות: ""חבר הכנסת אופיר כץ, אני מרשה לעצמי לפנות אליך, סליחה. אני בת 69, עבדתי 16 שנים בחברה. באוגוסט 2020 פוטרתי, בעיצומה של הקורונה. ההכנסה שלי מהביטוח הלאומי היא – 2,800 והפנסיה היא 2,000 וקצת, ביחד – קצת מעל 5,000. אני מתגוררת לבד בשכירות בעלות של 5,200 שקל. מעולם לא דרשתי..."" אני מוותר פה על פרטים אישיים – "".... או נזקקתי לדבר. הפסקת מענק ההסתגלות על סך 4,000 שקל מדירה שינה מעיניי. אני אדרדר לעוני. איפה אגור? מה יהיה עלי עכשיו, להישען על ביתי? אני לא היחידה במצב הזה, תעזרו לנו. בכבוד רב"". אז אנחנו צריכים לשמוע את הקולות האלה. אני אקרא עוד אחד שקיבלתי, תבינו כמה זה בוער בהם וכמה הם במתח לקראת ההחלטה של שר האוצר להוציא את גילאי 67 פלוס: ""אני משתייכת לקבוצה הזאת ובאמת נדהמנו לשמוע את ההחלטה שהכניסה רבים למתח ואי ודאות. איני שייכת למחנה הימין. אני שייכת למחנה השמאל. רוצה להודות..."" , וכו' – ""...אני מקווה מאוד שתצליחו בכך, אנחנו זקוקים לזה מאוד. תודה. 
",
"אז תבינו שזה אנשים שהצביעו אפילו לכם. אין פה ימין ואין פה שמאל. צריך לעזור לגילאי 67 פלוס, לא להפקיר אותם. 
",
"תודה רבה. יעקב פרידברג, אני מבקשת שתתייחס לדברים. סיימתם להתפלל? 
",
"אני רוצה להתייחס בקצרה רבה לשאלות שנשאלו. אני חושב שזה לא הדיון המהותי, כי היו פה סממנים של דיון מהותי, ואנחנו רק דנים בפטור מחובת הנחה. 
",
"כל דבר לא מהותי. כל הדיון הוא לא מהותי. אז מה מהותי אצלכם? 
",
"חבר הכנסת, זה באמת רק פטור מחובת הנחה. לכן זה מה שהוא אומר. אין לך מה לעצוק עליו, הוא רק עושה את העבודה שלו. 
",
"אני מסביר – כל פעם הוא אומר ""לא מהותי"". 
",
"כי זה הכול פטור מחובת הנחה, זו פרוצדורה. 
",
"אני רוצה להדגיש, ראשית, שהמבנה של החוק הזה הוא כזה שזה חוק מאפשר. היינו, אם אין הכרזה בתוקף, אז הכול מתנהל כסדרו, וזה המצב שאנחנו נמצאים בו כעת. זאת, במענה לשאלות בנושא הזה. כיום, כל העצורים והאסירים מובאים לבתי המשפט וכל עוד הסיטואציה היא כזו – כך זה יימשך. נשאלתי למה אין הכרזה. הסיבה שאין הכרזה היא כי חוות הדעת של משרד הבריאות היא שאין בזה צורך כעת, כי אין תחלואה משמעותית מספיק בישראל, וההחלטה על אם להכריז או לא להכריז היא על בסיס חוות הדעת הרפואית. 
",
"בסוגיית הביקורים, ששאל חבר הכנסת מעוז – אני לא בקיא בסוגיה הזאת עד הסוף. אני בהחלט יכול - - -
",
"אני מניחה שזה גם יהיה בדיון בוועדה, נושא ביקורי המשפחות. 
",
"מה לגבי בית המשפט? 
",
"גם לגבי הנקודה הזאת, הפיילוט עליו שאלת – אני מתחייב להביא תשובה, אם יש צורך. אני לא מכיר את הדברים, אני לא יודע למה זה הופסק. 
",
"לגבי הנתונים, ששאל חבר הכנסת סעדי – אלה הנתונים שהובאו בפנינו. חזרנו וביקשנו לבדוק את הנתונים נכון לאתמול, וזה מה שהצגתי כאן. אני לא יכול יותר ממה שנאמר. דבר אחרון, שרציתי לומר לחברת הכנסת לסקי הוא שהכנסת יכולה לבטל בכל עת את ההכרזה, ולכן יש בקרה. זה המבנה של החוק. תודה רבה. 
",
"חבר הכנסת ביטן, ביקשת זכות דיבור.
",
"מה הנושא? 
",
"אנחנו מדברים על העניין הזה של אסירים שמגיעים לבית המשפט. אבל אתה יכול לדבר כמו חבר הכנסת אופיר כץ שדיבר על מענק החל""ת לבני 67 ומעלה, אתה יכול לדבר.
",
"- - -
",
"זה החוק שבגללו אמרו שנפלה ממשלת נתניהו-גנץ? שאמרו ששר המשפטים צריך לחתום על איזושהי הוראה? אם הוא חתם, למה צריך להביא את זה עוד פעם? לא הבנתי. 
",
"מאריכים את זה עד סוף השנה. 
",
"אני רק מציע שיתווסף פה, בגלל שיש וריאנט הודי עכשיו – שצריך מתורגמן הודי בהתוועדות הזו. יש וריאנט הודי, נכון? אז שיתווסף מתורגמן הודי. 
",
"אני אומר לכם, באמת. התראיינתי בטלוויזיה ואמרו לי: הינה, ממשלה מצוינת, תראו כמה החלטות מתקבלות. אז אני רואה שכל ההחלטות זה בעצם אישורים של כל מיני הצעות חוק שהיו כבר על המדף, שגנץ ונתניהו לא הגיעו ביניהם להסכמה. אז זה לא משהו חדש, אין בזה שום דבר חדש פה. הממשלה הזו צריכה להתחיל לעשות דברים חדשים. 
",
"חברת הכנסת קטי שטרית, ונעבור להצבעה. 
",
"כפי שהחמאתי גם לבועז – את גם מנהלת את הדיון יפה, ותודה לך. אני הסתכלתי בכל-כך הרבה חוקים שיש היום וכולי קנאה. למה קנאה? כי אני רואה שהרשות המבצעת בעצם הפכה להיות הרשות המחוקקת. אין רשות מחוקקת, מחקו אותנו. אנחנו לא יכולים להגיש שום הצעת חוק. פתחתי היום את העיתון וראיתי שאישה שבעלה היה – סליחה, חבר'ה, זה חשוב מאוד – אישה שבעלה היכה אותה, והוא נעצר, הוא שוחרר וחזר להכות אותה. לי יש חוק מאוד חשוב שמונע מהבעל לחזור ולבצע את המעשה שהוא לא הצליח לעשות בפעם הקודמת. אז יכול להיות שהיינו יכולים להציל את האישה הזו היום מכך שבעלה יכה אותה אם אכן היו לוקחים את החוק הזה ודנים בו, ומחליטים אם כן צריך או לא צריך. שר המשפטים דאז, אבי ניסנקורן, אמר שאין דן לדון בו, ואז, אחרי ליל החינונים הוא התפטר. 
",
"איזה לילה זה היה שם? איזה לילה. מאז הלילה הזה החלפנו ממשלה. 
",
"- - -
",
"כנ""ל לגבי אותו פעוט שראינו את התמונות המזעזעות שהוא עטוף וחנוק. אז יש חוק של חבר הכנס אופיר כץ שאם אכן הוא היה עולה לדיון והיא מתממש, אז אולי היינו יכולים להציל גם את אותו פעוט ממעשה הזוועה שקרה לו. לכן גברתי היושבת-ראש, אני חוזרת בשם האופוזיציה על מה שבעצם נבחרנו – להיות רשות מחוקקת, ולתת לנו להמשיך ולהגשים את מה שהבוחרים שלנו רצו. יש פה חברי כנסת שנבחרו על-ידי הבוחרים שלהם ששיקרו להם לאורך כל הדרך, אבל זה בסדר. אני לא מציגה אותם, אבל לפחות אנחנו, שהתחייבנו בפני הבוחרים שלנו שנטפל בתחלואי החברה – שיתנו לנו לחוקק חוקים כדי שנוכל לעזור ולסייע לאותם אנשים. תודה. 
",
"אנחנו עוברים להצבעה? כל הדוברים דיברו. 
",
"- - -
",
"אנחנו מבקשים הצבעה שמית. אני רוצה לדעת כל אחד איך הוא מצביע בחוק הנורא. 
",
"חוק זכויות אסירים. גם אנחנו רוצים. נכון מאוד. 
",
"אני מצביעה עם הקואליציה, אבל אתה יודע מה אני חושבת על זה. 
",
"אוהו - - -
",
"יופי, יופי. 
",
"גם מרצ מוכרים את האידיאולוגיה. 
",
"- - -
",
"כמה צביעות, כמה טהרנות. 
",
"- - -
",
"איפה האידיאולוגיה? איפה? 
",
"האידיאולוגיה התחלפה בכיסאולוגיה. 
",
"לא, אתם לא מחליטים עלי. אתם לא מחליטים לי. אני החלטתי שזו הצבעה רגילה. 
",
"מי בעד המשך רמיסת זכויות האסירים במדינת ישראל? בושה, בושה, בושה. מוכרים את כל האידיאולוגיה בנזיד עדשים. 
",
"הצעת חוק קיום דיונים בהתוועדות חזותית בהשתתפות עצורים, אסירים וכלואים בתקופת התפשטות נגיף הקורונה החדש (הוראת שעה)(תיקון), התשפ""א-2021 (מ/1419) לפני קריאה ראשונה, מי בעד הקדמת הדיון לפי בקשת הממשלה? נא להצביע. 
",
"אין קורונה. אתם ממשיכים לדכא אסירים. אין גל רביעי. 
",
"מי בעד? נא להצביע. 
",
"הצבעה
",
"בעד - 17
",
"נגד - 16
",
"נמנע - אין
",
"הבקשה התקבלה.
",
"תודה, בקשת הממשלה התקבלה. 
",
"אני מבקש רביזיה. כדי לתת למרצ ורע""מ לשקול שנית את עמדתם. 
",
"- - -
",
"מרצ, האידיאולוגיים. 
",
"אנחנו עוברים לרביזיות כמו שקבענו. 
",
"רביזיות
",
"אנחנו עוברים להצבעות את הרביזיות. 
",
"- - -
",
"חברי הכנסת. נא להירגע ולכבד את הישיבה. 
",
"אני הולך לפי הסדר: הצעת חוק יסוד: הצעת חוק-יסוד: הממשלה (תיקון מס׳ 10) (מ/1410). מי רוצה לנמק את הרביזיה? 
",
"חבר הכנסת רם שפע, אני קורא אותך לסדר פעם ראשונה. חבר הכנסת שמחה רוטמן, אני קורא אותך לסדר פעם שנייה. חברת הכנסת מיכל רוזין, אני קורא אותך לסדר פעם ראשונה. חבר הכנסת דוד ביטן אני קורא אותך לסדר פעם שנייה. 
",
"תודה, אדוני היושב-ראש. מה שאנחנו רואים כאן זה סדרה של חוקים – מה שדיברנו עליהם, סעיפים 1,2,3, חוקים שבאים לנפח את הממשלה המושחתת הזאת, לאפשר לראש הממשלה למנות עוד סגני שרים, לאפשר לעוד כמה – במקום 13 - - -מנכ""לים, מאפשר לממשלה למנות - - -
",
"- - -
",
"חבר הכנסת רון כץ, אני קורא לך לסדר פעם ראשונה. חבר הכנסת יעקב אשר, אני קורא לך לסדר פעם ראשונה. 
",
"אנחנו רואים כאן סדרה של חוקים שכל מטרתם זה לסדר ג'ובים ועבודות למקורבים שלכם. 30 חברי כנסת חדשים, שחיתות שלא הייתה כדוגמתה, ומי הולך לממן לכם את הסעיפים המושחתים האלה, של ממשלה שגנבה את המנדט מהעם, לא קיבלה את המנדט מהעם? סעיף 4, סעיף שפוגע באוכלוסיות החלשות, בנשים היולדות, במובטלים מעל גיל 67 - - -
",
"- - -
",
"מי בעד הרביזיה? 
",
"התייעצות סיעתית. אנחנו מבקשים התייעצות סיעתית. 
",
"כן. כן. ביקשתי התייעצות. ביקשתי. 
",
"אני חושב שלא ביקשת לפני כן. 
",
"ביקשנו, אתה לא מקשיב. 
",
"הוא ביקש, הוא ביקש. 
",
"- - -
",
"אני עושה הצבעה, אם נגלה שזה - - -
",
"לא לא, לא. 
",
"אנחנו ביקשנו התייעצות סיעתית, סליחה – אני אמרתי לך התייעצות סיעתית לפני ששלמה קרעי אמר - - - התייעצות סיעתית, כמו שמגיעה לנו לפי החוק, זה הכול. 
",
"- - -
",
"מי בעד הרביזיה? בבקשה להרים יד. מי נגד? 
",
"ההצבעה לא חוקית. 
",
"אף אחד לא בעד? 
",
".ק
",
"הרביזיה לא התקבלה
",
"הרביזיה נפלה. 
",
"אתה מצפצף. אומרים לך שההצבעה לא חוקית. 
",
"ההצבעה לא חוקית. ארבל, ארבל אנחנו ביקשנו. 
",
"- - -
",
"יש פה מחטף. ההצבעה שלך לא חוקית. 
",
"ההצבעה לא חוקית, מה שאתה עושה כאן. 
",
"אתה ביריון. אתה ביריון. 
",
"ארבל, אנחנו רוצים את הסרטון. 
",
"התייעצות סיעתית, חמש דקות. 
",
"אני מחדש את הישיבה, אני רק רוצה להסביר משהו לגבי הסעיפים הקודמים, ברשותכם. 
",
"ההצבעה הקודמת מבוטלת. בועז. 
",
"שמעתי מה אמרת, חבר הכנסת מיקי זוהר. סעיף 1, הצעת חוק יסוד: הממשלה. ראיתי שהבקשה של חבר הכנסת אשר הייתה אחרי ש - - -
",
"לא, לא. זה לא ישנה את האמת. 
",
"- - -
",
"ולכן, יבדקו את זה בווידאו. אם טעיתי, אנחנו נעשה את ההתייעצות הסיעתית. לגבי הסעיף השני - - -
",
"- - -
",
"איך תעשה התייעצות, אחרי ההצבעה? 
",
"אני גם ביקשתי – תבדקו את זה בווידאו. 
",
"לגבי הסעיף השני - - -
",
"איך אפשר להתייעץ, אחרי ההצבעה? 
",
"חבר הכנסת מלכיאלי, אני קורא אותך לסדר פעם ראשונה. 
",
"לא, לא מכובד. 
",
"חבר הכנסת מיקי זוהר, אני קורא אותך לסדר פעם ראשונה. אני מנסה לעשות דיון, זה לא עוזר כשצועקים. 
",
"- - -
",
"אבל אתה לא רוצה לשמוע. אתה לא רוצה לשמוע, בועז. 
",
"לגבי הרביזיה השנייה, נכון שהוצאנו להתייעצות סיעתית בגלל שלא היה דיון. אני מאפשר בכל זאת דיון לפני זה, לפני ההצבעה. לא תהיה התייעצות סיעתית. מי רוצה לנמק? 
",
"אבל יש ישיבות סיעה, יש ישיבות סיעה, בועז. 
",
"אנחנו בחוק 2.	הצעת חוק-יסוד: הכנסת (תיקון מס׳ 51) (מ/1411). אורית סטרוק? אורית סטרוק לא נמצאת כאן. חבר הכנסת אבי מעוז, תנמק במקומה, בבקשה. 
",
"זה חוק הג'ובים. אחלה ג'ובים. 
",
"פטין מולא, אני קורא אותך לסדר פעם ראשונה. 
",
"אתה לא מפחיד אותי - - - תתבייש לך. תתבייש. 
",
"אני קורא לך לסדר פעם שנייה. 
",
"- - -
",
"חבר הכנסת פטין מולא, אני קורא אותך לסדר פעם שלישית. תודה רבה, צא החוצה. 
",
"ואני מבקש התייעצות סיעתית לפני ההצבעה. 
",
"אין התייעצות סיעתית. 
",
"אתה יכול להגיד שאין. יש יועצת משפטית. 
",
"- - -
",
"חבר הכנסת מיקי זוהר, צא בבקשה החוצה. 
",
"תעשה את העבודה שלך. תקרא שלוש קריאות. 
",
"- - -
",
"לא בישיבה שאני מנהל. חוסר הכבוד שלך - - - אני עכשיו אומר לך לצאת החוצה. 
",
"אתה לא יכול. 
",
"אתה לא תגיד לי מה לעשות. 
",
"אתה לא תעשה כאן מה שאתה רוצה, בועז. 
",
"מה שנקרא – הצעת חוק יסוד: הכנסת 2.	הצעת חוק-יסוד: הכנסת (תיקון מס׳ 51) (מ/1411).
",
"כל היועצים החוצה. כל מי שאין לו זכות הצבעה – החוצה. 
",
"- - -
",
"- - - 
",
"חבר הכנסת יעקב אשר, צא החוצה. פעם שלישית. 
",
"- - -
",
"- - - 
",
"חברת הכנסת קטי שטרית, פעם שנייה. פעם שלישית – תצאי החוצה. 
",
"לא, לא קראתי לי פעם ראשונה. 
",
"קראתי לך. בפעם הבאה זאת תהיה הפעם השלישית. 
",
"לא, לא שמעתי. 
",
"חבר הכנסת מיקי זוהר, הוצאתי אותך. למה אתם לא מוציאים אותו? 
",
"לא קראת לי שלוש קריאות. 
",
"- - -
",
"בוסו, קריאה ראשונה אני קורא לך. חבר הכנסת בוסו, קריאה שנייה. תמשיך. יש לי את כל הזמן שבעולם. בסוף נעשה הצבעה כשיהיה כאן שקט. מי שצועק – לא יהיה בחדר. בבקשה להוציא את חבר הכנסת מיקי זוהר מהישיבה. 
",
"כמה קריאות קראת לי? 
",
"אין לך זכות לשאול אותי עכשיו שאלה. בבקשה להוציא אותו מהישיבה. 
",
"אנחנו מדברים בחוק המכונה חוק הג'ובים. ניסינו לנהל דיון ענייני, שאלנו שאלות את נציג האוצר, ולצערי הרב לא קיבלנו תשובות על השאלות ששאלנו. כל השאלות היו בחלל האוויר הריק, נשארו ללא מענה, ומשום כך ביקשנו רביזיה. לא יכול להיות שבדיון ענייני שאנחנו מנסים לנהל יושבת הראש הקודמת שניהלה את הדיון הראשון לא נתנה אפשרות לענות לנו על שאלות מקצועיות שהגשנו. אנחנו שאלנו כמה יעלה כל החוק הזה, עם השינויים ועל השינויים. לא קיבלנו תשובות. האם אפשר עכשיו לקבל תשובות? 
",
"התייעצות סיעתית. 
",
"חבר הכנסת מיקי זוהר, היית אמור לצאת. היית אמור לצאת. 
",
"התייעצות סיעתית. 
",
"הסברתי, כשנתתי לכם את האפשרות - - - 
",
"אתה לא יכול, אתה לא קובע. אתה חייב לתת התייעצות סיעתית. 
",
"- - -
",
"אוקיי, התייעצות סיעתית עד 14:11. 
",
"- - -
",
"אוקיי, אני מבקש שקט, חידשנו את הישיבה. אני מעלה להצבעה. מי בעד הרביזיה על בקשת הממשלה להקדמת הדיון בהצעת חוק-יסוד: הכנסת (תיקון מס׳ 51) (מ/1411)? מי נגד? 
",
"הצבעה
",
"בעד -16
",
"נגד-17
",
"נמנע -אין
",
"הרביזיה לא התקבלה.
",
"הרביזיה לא התקבלה. 
",
"אני עובר לרביזיה על סעיף 3 - הצעת חוק הכנסת (תיקון מס׳ 49), התשפ״א־2021 (מ/1412). חבר הכנסת מיקי זוהר, אתה רוצה לנמק? 
",
"רק שאלה: מה עם ההצבעה הקודמת שגנבת קודם? 
",
"אני מבקש לא להשתמש במילה הזאת. 
",
"אתה אחרי זה שוב תצטרך להתנצל, חבר הכנסת זוהר. 
",
"אתה תצטרך להתנצל אחר כך. 
",
"השפה הזאת היא לא יפה. המילה ""גנב"", להגיד ליושב-ראש הוועדה – זה לא יפה. 
",
"אבל לגנות הצבעה – כן? גנבת הצבעה. גנבת הצבעה. 
",
"חבר הכנסת פטין מולא אני קורא אותך לסדר פעם ראשונה. 
",
"אבל גנבת הצבעה, בושה וחרפה. 
",
"חטפת. לא גנבת – חטפת. 
",
"חבר הכנסת מולא, אני קורא אותך לסדר פעם שנייה. 
",
"- - -
",
"חבר הכנסת פטין מולא, אני קורא לך לסדר פעם שלישית. לא לכבד את הישיבה זה לא לעניין. צא החוצה בבקשה. חבר הכנסת מיקי זוהר, יש לך דקה וחצי לנמק את הרביזיה. בבקשה. 
",
"- - - 
",
"(חבר הכנסת פטין מולא יוצא ממליאת הוועדה)
",
"מה עם ההצבעה הקודמת שגנבת? האם אתה מתכוון לערוך אותה שוב או לא? קודם לכן הייתה הצבעה שנגנבה. אנחנו ביקשנו התייעצות סיעתית. אתה התעלמת מהבקשה, ועברת להצבעה. האם אתה מתכוון לערוך את ההצבעה הזאת שוב או לא? 
",
"אם יתברר שעשיתי משהו בניגוד לתקנון – ברור שההצבעה תיערך שוב. אני טוען שלא עשיתי כזה דבר, והדבר הזה בבדיקה. 
",
"אז מתי נקבל על זה תשובה? 
",
"אני מקווה שמהר מאוד. 
",
"עכשיו אני יכול לנמק? 
",
"לא. הזמן שלך נגמר. 
",
"אתה רוצה לתת לי לנמק, לפני ההתייעצות הסיעתית? 
",
"- - -
",
"אז אני לא מנמק. תרשמו לפניכם שלא היה נימוק. 
",
"תכניסו בבקשה את פטין מולא שיוכל להצביע. 
",
"אתה עוד פעם עושה את זה. אני לא נימקתי. הרביזיה לא נומקה. אני לא ויתרתי על הנימוק, אתה לא אפשרת לי. אתה רוצה לתת לי לנמק לפני ההתייעצות הסיעתית? אני לא ויתרתי על הנימוק, אתה לא אפשרת לי. 
",
"- - -
",
"חבר הכנסת ביטן, אולי אנחנו מבקשים מהייעוץ המשפטי שייתן תדרוך לאופוזיציה לדעת מה הן הזכויות של הח""כים - - -
",
"- - -
",
"תארגנו את הדבר הזה, לקבל את הייעוץ שלא בנוכחות היושב-ראש. אתה לא מקבל את ההצעה? 
",
"חבר הכנסת פרוש, זה בהתייעצות. 
",
"פטין, מה יהיה בסוף? 
",
