text,score
"אנחנו עוברים להצבעה? כל הדוברים דיברו. 
",
"- - -
",
"אנחנו מבקשים הצבעה שמית. אני רוצה לדעת כל אחד איך הוא מצביע בחוק הנורא. 
",
"חוק זכויות אסירים. גם אנחנו רוצים. נכון מאוד. 
",
"אני מצביעה עם הקואליציה, אבל אתה יודע מה אני חושבת על זה. 
",
"אוהו - - -
",
"יופי, יופי. 
",
"גם מרצ מוכרים את האידיאולוגיה. 
",
"- - -
",
"כמה צביעות, כמה טהרנות. 
",
"- - -
",
"איפה האידיאולוגיה? איפה? 
",
"האידיאולוגיה התחלפה בכיסאולוגיה. 
",
"לא, אתם לא מחליטים עלי. אתם לא מחליטים לי. אני החלטתי שזו הצבעה רגילה. 
",
"מי בעד המשך רמיסת זכויות האסירים במדינת ישראל? בושה, בושה, בושה. מוכרים את כל האידיאולוגיה בנזיד עדשים. 
",
"הצעת חוק קיום דיונים בהתוועדות חזותית בהשתתפות עצורים, אסירים וכלואים בתקופת התפשטות נגיף הקורונה החדש (הוראת שעה)(תיקון), התשפ""א-2021 (מ/1419) לפני קריאה ראשונה, מי בעד הקדמת הדיון לפי בקשת הממשלה? נא להצביע. 
",
"אין קורונה. אתם ממשיכים לדכא אסירים. אין גל רביעי. 
",
"מי בעד? נא להצביע. 
",
"הצבעה
",
"בעד - 17
",
"נגד - 16
",
"נמנע - אין
",
"הבקשה התקבלה.
",
"תודה, בקשת הממשלה התקבלה. 
",
"אני מבקש רביזיה. כדי לתת למרצ ורע""מ לשקול שנית את עמדתם. 
",
"- - -
",
"מרצ, האידיאולוגיים. 
",
"אנחנו עוברים לרביזיות כמו שקבענו. 
",
"רביזיות
",
"אנחנו עוברים להצבעות את הרביזיות. 
",
"- - -
",
"חברי הכנסת. נא להירגע ולכבד את הישיבה. 
",
"אני הולך לפי הסדר: הצעת חוק יסוד: הצעת חוק-יסוד: הממשלה (תיקון מס׳ 10) (מ/1410). מי רוצה לנמק את הרביזיה? 
",
"חבר הכנסת רם שפע, אני קורא אותך לסדר פעם ראשונה. חבר הכנסת שמחה רוטמן, אני קורא אותך לסדר פעם שנייה. חברת הכנסת מיכל רוזין, אני קורא אותך לסדר פעם ראשונה. חבר הכנסת דוד ביטן אני קורא אותך לסדר פעם שנייה. 
",
"תודה, אדוני היושב-ראש. מה שאנחנו רואים כאן זה סדרה של חוקים – מה שדיברנו עליהם, סעיפים 1,2,3, חוקים שבאים לנפח את הממשלה המושחתת הזאת, לאפשר לראש הממשלה למנות עוד סגני שרים, לאפשר לעוד כמה – במקום 13 - - -מנכ""לים, מאפשר לממשלה למנות - - -
",
"- - -
",
"חבר הכנסת רון כץ, אני קורא לך לסדר פעם ראשונה. חבר הכנסת יעקב אשר, אני קורא לך לסדר פעם ראשונה. 
",
"אנחנו רואים כאן סדרה של חוקים שכל מטרתם זה לסדר ג'ובים ועבודות למקורבים שלכם. 30 חברי כנסת חדשים, שחיתות שלא הייתה כדוגמתה, ומי הולך לממן לכם את הסעיפים המושחתים האלה, של ממשלה שגנבה את המנדט מהעם, לא קיבלה את המנדט מהעם? סעיף 4, סעיף שפוגע באוכלוסיות החלשות, בנשים היולדות, במובטלים מעל גיל 67 - - -
",
"- - -
",
"מי בעד הרביזיה? 
",
"התייעצות סיעתית. אנחנו מבקשים התייעצות סיעתית. 
",
"כן. כן. ביקשתי התייעצות. ביקשתי. 
",
"אני חושב שלא ביקשת לפני כן. 
",
"ביקשנו, אתה לא מקשיב. 
",
"הוא ביקש, הוא ביקש. 
",
"- - -
",
"אני עושה הצבעה, אם נגלה שזה - - -
",
"לא לא, לא. 
",
"אנחנו ביקשנו התייעצות סיעתית, סליחה – אני אמרתי לך התייעצות סיעתית לפני ששלמה קרעי אמר - - - התייעצות סיעתית, כמו שמגיעה לנו לפי החוק, זה הכול. 
",
"- - -
",
"מי בעד הרביזיה? בבקשה להרים יד. מי נגד? 
",
"ההצבעה לא חוקית. 
",
"אף אחד לא בעד? 
",
".ק
",
"הרביזיה לא התקבלה
",
"הרביזיה נפלה. 
",
"אתה מצפצף. אומרים לך שההצבעה לא חוקית. 
",
"ההצבעה לא חוקית. ארבל, ארבל אנחנו ביקשנו. 
",
"- - -
",
"יש פה מחטף. ההצבעה שלך לא חוקית. 
",
"ההצבעה לא חוקית, מה שאתה עושה כאן. 
",
"אתה ביריון. אתה ביריון. 
",
"ארבל, אנחנו רוצים את הסרטון. 
",
"התייעצות סיעתית, חמש דקות. 
",
"אני מחדש את הישיבה, אני רק רוצה להסביר משהו לגבי הסעיפים הקודמים, ברשותכם. 
",
"ההצבעה הקודמת מבוטלת. בועז. 
",
"שמעתי מה אמרת, חבר הכנסת מיקי זוהר. סעיף 1, הצעת חוק יסוד: הממשלה. ראיתי שהבקשה של חבר הכנסת אשר הייתה אחרי ש - - -
",
"לא, לא. זה לא ישנה את האמת. 
",
"- - -
",
"ולכן, יבדקו את זה בווידאו. אם טעיתי, אנחנו נעשה את ההתייעצות הסיעתית. לגבי הסעיף השני - - -
",
"- - -
",
"איך תעשה התייעצות, אחרי ההצבעה? 
",
"אני גם ביקשתי – תבדקו את זה בווידאו. 
",
"לגבי הסעיף השני - - -
",
"איך אפשר להתייעץ, אחרי ההצבעה? 
",
"חבר הכנסת מלכיאלי, אני קורא אותך לסדר פעם ראשונה. 
",
"לא, לא מכובד. 
",
"חבר הכנסת מיקי זוהר, אני קורא אותך לסדר פעם ראשונה. אני מנסה לעשות דיון, זה לא עוזר כשצועקים. 
",
"- - -
",
"אבל אתה לא רוצה לשמוע. אתה לא רוצה לשמוע, בועז. 
",
"לגבי הרביזיה השנייה, נכון שהוצאנו להתייעצות סיעתית בגלל שלא היה דיון. אני מאפשר בכל זאת דיון לפני זה, לפני ההצבעה. לא תהיה התייעצות סיעתית. מי רוצה לנמק? 
",
"אבל יש ישיבות סיעה, יש ישיבות סיעה, בועז. 
",
"אנחנו בחוק 2.	הצעת חוק-יסוד: הכנסת (תיקון מס׳ 51) (מ/1411). אורית סטרוק? אורית סטרוק לא נמצאת כאן. חבר הכנסת אבי מעוז, תנמק במקומה, בבקשה. 
",
"זה חוק הג'ובים. אחלה ג'ובים. 
",
"פטין מולא, אני קורא אותך לסדר פעם ראשונה. 
",
"אתה לא מפחיד אותי - - - תתבייש לך. תתבייש. 
",
"אני קורא לך לסדר פעם שנייה. 
",
"- - -
",
"חבר הכנסת פטין מולא, אני קורא אותך לסדר פעם שלישית. תודה רבה, צא החוצה. 
",
"ואני מבקש התייעצות סיעתית לפני ההצבעה. 
",
"אין התייעצות סיעתית. 
",
"אתה יכול להגיד שאין. יש יועצת משפטית. 
",
"- - -
",
"חבר הכנסת מיקי זוהר, צא בבקשה החוצה. 
",
"תעשה את העבודה שלך. תקרא שלוש קריאות. 
",
"- - -
",
"לא בישיבה שאני מנהל. חוסר הכבוד שלך - - - אני עכשיו אומר לך לצאת החוצה. 
",
"אתה לא יכול. 
",
"אתה לא תגיד לי מה לעשות. 
",
"אתה לא תעשה כאן מה שאתה רוצה, בועז. 
",
"מה שנקרא – הצעת חוק יסוד: הכנסת 2.	הצעת חוק-יסוד: הכנסת (תיקון מס׳ 51) (מ/1411).
",
"כל היועצים החוצה. כל מי שאין לו זכות הצבעה – החוצה. 
",
"- - -
",
"- - - 
",
"חבר הכנסת יעקב אשר, צא החוצה. פעם שלישית. 
",
"- - -
",
"- - - 
",
"חברת הכנסת קטי שטרית, פעם שנייה. פעם שלישית – תצאי החוצה. 
",
"לא, לא קראתי לי פעם ראשונה. 
",
"קראתי לך. בפעם הבאה זאת תהיה הפעם השלישית. 
",
"לא, לא שמעתי. 
",
"חבר הכנסת מיקי זוהר, הוצאתי אותך. למה אתם לא מוציאים אותו? 
",
"לא קראת לי שלוש קריאות. 
",
"- - -
",
"בוסו, קריאה ראשונה אני קורא לך. חבר הכנסת בוסו, קריאה שנייה. תמשיך. יש לי את כל הזמן שבעולם. בסוף נעשה הצבעה כשיהיה כאן שקט. מי שצועק – לא יהיה בחדר. בבקשה להוציא את חבר הכנסת מיקי זוהר מהישיבה. 
",
"כמה קריאות קראת לי? 
",
"אין לך זכות לשאול אותי עכשיו שאלה. בבקשה להוציא אותו מהישיבה. 
",
"אנחנו מדברים בחוק המכונה חוק הג'ובים. ניסינו לנהל דיון ענייני, שאלנו שאלות את נציג האוצר, ולצערי הרב לא קיבלנו תשובות על השאלות ששאלנו. כל השאלות היו בחלל האוויר הריק, נשארו ללא מענה, ומשום כך ביקשנו רביזיה. לא יכול להיות שבדיון ענייני שאנחנו מנסים לנהל יושבת הראש הקודמת שניהלה את הדיון הראשון לא נתנה אפשרות לענות לנו על שאלות מקצועיות שהגשנו. אנחנו שאלנו כמה יעלה כל החוק הזה, עם השינויים ועל השינויים. לא קיבלנו תשובות. האם אפשר עכשיו לקבל תשובות? 
",
"התייעצות סיעתית. 
",
"חבר הכנסת מיקי זוהר, היית אמור לצאת. היית אמור לצאת. 
",
"התייעצות סיעתית. 
",
"הסברתי, כשנתתי לכם את האפשרות - - - 
",
"אתה לא יכול, אתה לא קובע. אתה חייב לתת התייעצות סיעתית. 
",
"- - -
",
"אוקיי, התייעצות סיעתית עד 14:11. 
",
"- - -
",
"אוקיי, אני מבקש שקט, חידשנו את הישיבה. אני מעלה להצבעה. מי בעד הרביזיה על בקשת הממשלה להקדמת הדיון בהצעת חוק-יסוד: הכנסת (תיקון מס׳ 51) (מ/1411)? מי נגד? 
",
"הצבעה
",
"בעד -16
",
"נגד-17
",
"נמנע -אין
",
"הרביזיה לא התקבלה.
",
"הרביזיה לא התקבלה. 
",
"אני עובר לרביזיה על סעיף 3 - הצעת חוק הכנסת (תיקון מס׳ 49), התשפ״א־2021 (מ/1412). חבר הכנסת מיקי זוהר, אתה רוצה לנמק? 
",
"רק שאלה: מה עם ההצבעה הקודמת שגנבת קודם? 
",
"אני מבקש לא להשתמש במילה הזאת. 
",
"אתה אחרי זה שוב תצטרך להתנצל, חבר הכנסת זוהר. 
",
"אתה תצטרך להתנצל אחר כך. 
",
"השפה הזאת היא לא יפה. המילה ""גנב"", להגיד ליושב-ראש הוועדה – זה לא יפה. 
",
"אבל לגנות הצבעה – כן? גנבת הצבעה. גנבת הצבעה. 
",
"חבר הכנסת פטין מולא אני קורא אותך לסדר פעם ראשונה. 
",
"אבל גנבת הצבעה, בושה וחרפה. 
",
"חטפת. לא גנבת – חטפת. 
",
"חבר הכנסת מולא, אני קורא אותך לסדר פעם שנייה. 
",
"- - -
",
"חבר הכנסת פטין מולא, אני קורא לך לסדר פעם שלישית. לא לכבד את הישיבה זה לא לעניין. צא החוצה בבקשה. חבר הכנסת מיקי זוהר, יש לך דקה וחצי לנמק את הרביזיה. בבקשה. 
",
"- - - 
",
"(חבר הכנסת פטין מולא יוצא ממליאת הוועדה)
",
"מה עם ההצבעה הקודמת שגנבת? האם אתה מתכוון לערוך אותה שוב או לא? קודם לכן הייתה הצבעה שנגנבה. אנחנו ביקשנו התייעצות סיעתית. אתה התעלמת מהבקשה, ועברת להצבעה. האם אתה מתכוון לערוך את ההצבעה הזאת שוב או לא? 
",
"אם יתברר שעשיתי משהו בניגוד לתקנון – ברור שההצבעה תיערך שוב. אני טוען שלא עשיתי כזה דבר, והדבר הזה בבדיקה. 
",
"אז מתי נקבל על זה תשובה? 
",
"אני מקווה שמהר מאוד. 
",
"עכשיו אני יכול לנמק? 
",
"לא. הזמן שלך נגמר. 
",
"אתה רוצה לתת לי לנמק, לפני ההתייעצות הסיעתית? 
",
"- - -
",
"אז אני לא מנמק. תרשמו לפניכם שלא היה נימוק. 
",
"תכניסו בבקשה את פטין מולא שיוכל להצביע. 
",
"אתה עוד פעם עושה את זה. אני לא נימקתי. הרביזיה לא נומקה. אני לא ויתרתי על הנימוק, אתה לא אפשרת לי. אתה רוצה לתת לי לנמק לפני ההתייעצות הסיעתית? אני לא ויתרתי על הנימוק, אתה לא אפשרת לי. 
",
"- - -
",
"חבר הכנסת ביטן, אולי אנחנו מבקשים מהייעוץ המשפטי שייתן תדרוך לאופוזיציה לדעת מה הן הזכויות של הח""כים - - -
",
"- - -
",
"תארגנו את הדבר הזה, לקבל את הייעוץ שלא בנוכחות היושב-ראש. אתה לא מקבל את ההצעה? 
",
"חבר הכנסת פרוש, זה בהתייעצות. 
",
"פטין, מה יהיה בסוף? 
",
"מה יהיה? למושחתים האלה מה יכול להיות? 10 סגני שרים, 30 חברי כנסת, וכלום לא עושים במשרד ראש הממשלה. כלום לא עושים שם. שני סגני שרים – אתה יודע מה זה? כל אחד עולה מיליון שקל בשנה. 
",
"- - -
",
"מה יש לשני סגני שרים לעשות שם? 
",
"- - -
",
"בעוד כמה שניות נגמר הזמן של ההתייעצות הסיעתית. למרות שחבר הכנסת מיקי זוהר טוען שלא נתתי לו לנמק את הרביזיה – הוא בחר לעשות בזמן שלו לעשות משהו אחר, וזו זכותו. 
",
"היועצת המשפטית, האם מבחינתך – עצם זה שהוא החליט בזמן שהקצבתי לו לדבר על משהו אחר – זה לא נימוק? 
",
"אתה לא אמרת כמה זמן אתה נותן לו, בכלל. 
",
"יש לאפשר לחבר הכנסת שביקש את הרביזיה לנמק את הרביזיה. 
",
"תודה. אני מעלה להצבעה – מי בעד הרביזיה על בקשת הקדמת הדיון הצעת חוק הכנסת (תיקון מס׳ 49), התשפ״א־2021 (מ/1412). מי בעד הרביזיה? 
",
"הצבעה
",
"בעד הרביזיה - 16
",
"נגד – 17
",
"נמנעים – אין
",
"הרביזיה לא התקבלה.
",
"תודה, הרביזיה נפלה. 
",
"אני עובר לסעיף הבא, רביזיה על הבקשה להקדמת הדיון בהצעת חוק הביטוח הלאומי (תיקון מס׳ 225 והוראת שעה) (הוראות מיוחדות לעניין דמי אבטלה ודמי לידה), התשפ״א-2021 (מ/1420). חבר הכנסת אופיר כץ, יש לך שתי דקות. בבקשה. 
",
"הצעת החוק הזו – כבר אמרתי כמה פעמים פה, בוועדה, ואני קורא גם לחבריי מהקואליציה: אנחנו צריכים להתנגד ולצפות מהאוצר שיכלול בהצעת החוק הזו גם את גילאי ה-67 פלוס. למי שלא היה פה, קראתי פה תגובות של אנשים מגילאי 67 פלוס שכתבו לי כמה המצב קשה, כמה זה ישפיע עליהם, כמה הכסף הזה חשוב להם, - - 
",
"הם צריכים את הכסף הזה לנורבגי. 
",
"- - הם לא יגמרו את החודש בלי מענק ההסתגלות הזה. בכנסת הקודמת עבר החוק הזה. היינו ביחד קואליציה ואופוזיציה, נאבקנו מול האוצר כדי לאפשר ולהכניס את זה, את מענק ההסתגלות לגילאי 67 פלוס, עד יוני 21. אני מצפה לאחריות גם מחברי הקואליציה עכשיו, לשתף פעולה, לא לתת להם להעביר את החוק הזה כלשונו, עד שלא יוסיפו את גילאי 67 פלוס. 
",
"ודבר אחרון – אמרו לי עכשיו מנשיאות הכנסת שאישרו את השאילתה שלי לשר האוצר, ואני אשאל אותו על זה ביום רביעי. אם זה ייכנס לחוק אני אסיר את השאילתה ואצביע בעד. 
",
"תודה רבה. התייעצות סיעתית עד 14:26. בשעה 14:26 נחזור להצביע, ואז נצא לישיבות סיעה. 
",
"אני מעלה להצבעה את הרביזיה על הצעת חוק הביטוח הלאומי (תיקון מס׳ 225 והוראת שעה) (הוראות מיוחדות לעניין דמי אבטלה ודמי לידה), התשפ״א-2021 (מ/1420). מי בעד הרביזיה? מי נגד? 
",
"הצבעה
",
"בעד- 14
",
"נגד -17
",
"נמנעים – אין
",
"הרביזיה לא התקבלה.
",
"תודה, הרביזיה נפלה. הוועדה יוצאת להפסקה.
",
"\
",
"שלום לכולם, חבריי חברי הכנסת, מכובדי כולם, התכנסנו כאן היום כדי להמשיך בסדר-היום. אני יודעת שהתגעגעתם, אז שבתי.
",
"אנחנו ממשיכים בהצעת חוק הדיינים.
",
"עידית, עד מתי יימשך הדיון?
",
"עד השעה חמש, נקודה. לכן, כל חברי הכנסת, שהם חברי הוועדה המסדרת הרשמיים, ידברו ראשונים. בזמן שנותר ניתן לחברי הכנסת, שאינם חברי הוועדה המסדרת, לדבר. הדיון יהיה בדיוק עד חמישים דקות, וסדר היום הוא בקשת הממשלה להקדמת דיו בהצעת חוק הדיונים (תיקון מס' 29), התשפ""א-2021, מ/1417. 
",
"לא דנו בסעיף 5?
",
"לא, לא דנו בסעיף 5. את הצעת חוק הדיינים לא העלינו עדיין. 
",
"גברתי יושבת-הראש, אולי תסבירי לנו את הלו""ז של הדיון, מתי אפשר ללכת למליאה. 
",
"בחמש אנחנו כבר במליאה, ויכול להיות שנתכנס פעם נוספת. אני מקווה שסגרתם לכם את שלושת הימים הקרובים. אם לא סגרתם, אני רק אומרת. שי ויצמן, יועץ שר הדתות, בבקשה. הוא אמור להתחבר אלינו בזום. הרוויזיה בסעיף הבא. 
",
"איזה שר, הקודם או זה?
",
"המשרד לשירותי דת, שר הדתות, חבר הכנסת מתן כהנא. יועצו שי ויצמן איתנו על הקו, בבקשה. 
",
"- - -
",
"גברתי יושבת-הראש, זה לא אמיתי. אי-אפשר ככה. 
",
"שי, תעצור רגע. בבקשה, תענה לי לרמקול ואז נראה את התמונה שלך, ונשמע אותך כאן יותר טוב. חוק הדיינים, בבקשה. 
",
"למה הוא לא יכול היה לבוא לפה?
",
"הוא היה כל הבוקר. בואו נהיה בשקט כדי שנשמע. 
",
"המשרד לשירותי דת מבקש מהוועדה ומכבוד יושבת-הראש פטור מחובת הנחה, מכיוון שעל פי נספח ה' להסכם הקואליציוני של הממשלה הנוכחית, החוק צריך להיות מחוקק תוך 30 יום. לכן אנחנו מבקשים פטור מחובת הנחה. 
",
"שיסביר מה אומר החוק.
",
"מבקשים ממך במילה אחת להסביר. 
",
"זה אומר שהכנסת כפופה לממשלה?
",
"להדיר שוב את הכנסת, כדי שהממשלה תוכל לכפות - - -
",
"אני לא אוכל לתת לו לענות. אם תעשו רעש, לא נוכל לענות. 
",
"מיכל רוזין תסכים לכך שהממשלה תיתן רק לגברים. 
",
"סליחה, חבר הכנסת מרגי, פעם אחת לסדר. תודה. 
",
"תיקחו פעם שנייה על חשבוני. 
",
"למה זה דחוף? למה זה דחוף?
",
"הוא מסביר. שי, מה הדחיפות, בבקשה. 
",
"אמרתי שהדחיפות היא על פי נוסח ההסכם הקואליציוני של הממשלה הנוכחית. נספח ה' להסכם הקואליציוני קובע - - -
",
"למה? היא הולכת להיעלם בעוד חודשיים?
",
"תודה רבה, שי ויצמן. 
",
"שיסביר מה זה אומר. מה המהות. 
",
"אין דחיפות. 
",
"אתם תחליטו אם זה כן או לא, אם יש דחיפות בגלל פטור מחובת הנחה. חבר הכנסת דוד ביטן, הערה לסדר פעם ראשונה. 
",
"אני פונה ליועצת המשפטית להגיד לי אם זה דחוף. למה את לא עונה לי? 
",
"שי, מה משמעות חוק הדיינים?
",
"אני אסביר את החוק המוצע. מוצע לתקן את סעיף 6א לחוק הדיינים, 1955, וזאת על רקע קווי היסוד של הממשלה, ועל פי ההסכם הקואליציוני. 
",
"הסבר החוק – מטרת החוק היא לשמור על עיקרון ייצוג הולם לנשים. וכל כך למה? מכיוון שסעיף 6א לחוק - - -
",
"למה לשקר במצח נחושה? למה?
",
"חבר הכנסת מרגי, אל תעיר לו באמצע. 
",
"אסור לשקר. גם אם הוא עובד ציבור, אסור לו לשקר. 
",
"רוצה לשמור על ייצוג הולם. 
",
"החוק לא משנה כהוא זה. הוא פשוט קובע שהממשלה תוכל למנות רק גברים, כדי שהכנסת לא תחלק – היה נהוג שהממשלה 50:50 והכנסת 50:50. אז לא לשקר, ולפחות לומר דברי אמת לוועדה. 
",
"שי, תסיים, בבקשה. 
",
"עכשיו רוצים לשנות את זה. 
",
"חבר הכנסת יעקב מרגי, תן לו לסיים. 
",
"האמת כואבת, ואין לך סבלנות לשמוע את האמת. 
",
"הנציג מדבר כרגע ואחר כך אתה. 
",
"יש לי רגישות לשקרים. 
",
"גם לי. 
",
"הוא עובד קבוע שם או מינוי פוליטי?
",
"סליחה, הוא יסיים לדבר. 
",
"הוא מינוי פוליטי או עובד קבוע במשרד?
",
"אתם לא נותנים לו לדבר. 
",
"הוא עובד במשרד, מה הבעיה? כבר שנתיים הוא עובד פה בכנסת. 
",
"מותר לנו לשאול שאלות. 
",
"דוד ביטן, תודה. שי, תסיים את המשפט. 
",
"מה נסגר עכשיו עם הקטע של איש ציבור?
",
"סעיף - - - לחוק הדיינים קובע את הרכב הוועדה לבחירת הדיינים - - - 
",
"זה יגיע לבג""ץ, לכן, נא לרשום הכול לפרוטוקול. 
",
"- - - על פי ההרכב הבא: שני הרבנים הראשיים לישראל שליט""א, שני דיינים של בית הדין הרבני הגדול, שר המשפטים וחבר אחר של הממשלה, שני חברי כנסת ושני עורכי דין מטוענת רבנות. סעיף 6א1 לחוק קובע, כי לפחות אחד מנציגי הממשלה בוועדה, לפחות אחד מנציגי הכנסת בוועדה ולפחות אחד מנציגי לשכת עורכי הדין בוועדה יהיו נשים. מטרת התיקון המוצע - - -
",
"גם אחד מהכנסת. 
",
"חבר הכנסת מרגי, בפעם השלישית אתה יוצא החוצה. תיזהר, די. מספיק. 
",
"תוציאי אותי, אין לי בעיה. אל תאיימי, אני יודע שמי שרוצה לעשות – עושה. 
",
"למה אתה לא נותן לו לדבר? יהיה לך זמן לדבר. 
",
"תקראי אותי לסדר. 
",
"למה אני צריכה לעשות את זה? למה? אל תבקש ממני לעשות את זה. אם קשה לך, תצא לבד. זה כבר לא נעים לי. 
",
"עידית, באמת תיתני לנו לשאול שאלות. 
",
"לא. אני לא אתן לשאול שאלות כשאתם מפריעים. תשמעו אותו קודם, ואחר כך. 
",
"שהיה פה נציג אגף התקציבים, לא נתת לו לענות לי, והוא הלך. 
",
"קטי, פעם ראשונה. די, תיתנו, בבקשה. שי, תסיים, בבקשה. 
",
"- - - לממשלה יותר גמישות בבחירת נציגיה, יותר שמירה על ייצוג הולם לנשים. מוצע לתקן את סעיף 6א1 לחוק, באופן שחובת הייצוג השווה בין המינים, תחול על נציגי הכנסת והממשלה בצוותא. מתוך ארבעת הנציגים, יהיו שתי נשים לפחות. 
",
"תודה רבה. 
",
"רגע, למי זכות הבכורה, לממשלה או לכנסת?
",
"חבר הכנסת שמחה רוטמן, בבקשה, אתה ראשון הדוברים. 
",
"אבל מי אמר שהממשלה ראשונה? אולי הכנסת ראשונה?
",
"תודה רבה. אני חייב לומר שעלה הרבה שיח בימים האחרונים על פגיעה במעמד האישה. היו כל מיני טענות על כל מיני ביטויים, שנאמרים פה בוועדה או נאמרים בטוויטר. אמרו לי שזאת הממשלה הראשונה שיש בה כל כך הרבה שרות – מיכל, אני מדבר גם אלייך – אולי המספר הגדול ביותר מאז קום המדינה. 
",
"וגם פרקליט מדינה חדש. 
",
"שתי הפעולות הראשונות שהממשלה הזאת מבצעת, זה למנות פרקליט מדינה. חלק מהשרות נמנעות מהצבעה על המינוי שלו, ולא נראה לי שכבוד לנשים מאפיין את הליכותיו. 
",
"לא שמעתי את ההתנגדות שלך בפעם הקודמת. 
",
"אם לא שמעת את ההתנגדות שלי למינוי של עמית איסמן, את צריכה טיפולי שמיעה. 
",
"למה ישר - - - זה לא אומר שאני צריכה טיפולים. 
",
"אני התנגדתי בקולי קולות. 
",
"מיכל, כנראה לא שמעת גם אותי. אנחנו התנגדנו למינוי שלו. גם כי הוא ממשיך של שי ניצן, וזה בקטנה. 
",
"לא מהסיבות שלי. 
",
"גם, גם. כנראה כבודן של נשים יותר חשוב לנו מאשר - - -
",
"התנגדנו. דבר שני, למרות שבממשלה הזאת יש יותר נשים מאשר אי פעם, הממשלה מפירה את חובת האיזון וממנה שני גברים. כנראה שבכל הממשלה לא מצאו אישה אחת מספיק מוצלחת להיות בוועדה, ואז אומרים: טוב, טוב, הפרנו את חובת האיזון בין גברים לנשים, שקבועה בחוק, ולכן אנחנו נטיל את חובת האיזון על הכנסת בחקיקה. 
",
"ההתנהגות הזאת, מעבר לעובדה שהיא עלבון לנשים שנמצאות בממשלה – אני לא יודע כמה אפשר להעליב אותן יותר מעצם העובדה שהן נמצאות בממשלה הזאת – אבל זה עלבון לנשים שנמצאות בממשלה, שאף אחד מהן לא מועמדת ראויה. יש פה פגיעה חמורה מאוד בזכות הייצוג ההולם של גברים. 
",
"תם הזמן, משפט אחרון. 
",
"אני גבר, והייתי מגיש את מועמדתי כחבר בוועדה למינוי דיינים, וחוסמים לי את הדרך לעשות זאת. כמובן, זאת גם פגיעה במיעוט החרדי, שנציגיו לא יוכלו להגיש מועמדות. 
",
"תודה, שמחה רוטמן, שתי דקות וחצי. חבר הכנסת מאיר פרוש, בבקשה. 
",
"יש לך בעיה גדולה בחשבון הזמן, עידית. עיתונאים כבר מעלים סרטי וידאו שיש לך בעיה בחישוב הזמן. 
",
"בסדר, שהעיתונאים יבואו. 
",
"אז אני מציע שלא תסתמי לי את הפה, כשם שאת עושה כל הזמן. יש לך בעיה קשה מאוד בחישוב הזמנים. יש לך בעיה קשה מאוד בחישוב הזמנים. 
",
"אשריך. 
",
"לא, לא. יש לה בעיה. היא לא מחשבת את הזמן שהיא מפריעה, והיא לא מחשבת את הזמן שאחרים מפריעים. 
",
"שמחה רוטמן, פעם ראשונה. 
",
"את יכולה לקרוא לי לסדר, זה בסדר. האלימות שלך מבטאת בעיקר את החולשה שלך. 
",
"פעם שנייה, חבר הכנסת שמחה רוטמן, קראתי לך לסדר. 
",
"את יכולה לקרוא לי לסדר, זה בסדר גמור. 
",
"חבר הכנסת מאיר פרוש, בבקשה. 
",
"חולשה. קוראים לזה חולשה. 
",
"טוב שלא היית מ""צ בצבא, תאמיני לי. 
",
"אני אמשיך עם דבריו של חבר הכנסת רוטמן. אף אחד לא רוצה לפגוע בשום צד, לא בנשים, חלילה. באותה מידה אפשר לבקש גם מאחרים שלא יפגעו בגברים. נבחרו על ידי הממשלה שתי נשים, וכעת מביאים לכנסת ומבקשים שוב לבחור לוועדה למינוי דיינים בשתי נשים – כמובן מתוך הסיעות הקיימות בבית – לנו ביהדות התורה, ואני חושב שגם בש""ס זה אותו הדבר, אין שום אפשרות להציג מועמד, מכיוון שהוא ייפסל על עצם היותו גבר. אני חושב שהחוק הזה ביסודו הוא פסול. 
",
"- - - זה שאתם לא מכניסים נשים? 
",
"- - - תעשו חוק נורמלי, אחרי זה - - - אין מצווה לבוא לדבר שטויות. תגידי, את מתביישת בחוק הזה? את מתביישת?
",
"למה את לא מגינה עליי?
",
"חבר הכנסת מיכאל מלכיאלי, חברת הכנסת, די. תודה. 
",
"נניח שלשיטתכם עברנו איזושהי עבירה בזה שלא הכנסנו נשים, אין לנו נשים ברשימה; אין לנו מועמדים ולא מועמדות. אנחנו כולנו חברי כנסת. 
",
"אולי תעשו בזה שינוי? מה אתה אומר?
",
"אתם ליברלים רק לכאלה שחושבים כמוכם. זה פשוט לא יאומן. 
",
"אל תפריעו לו, בבקשה. חבר הכנסת שלמה קרעי, אל תפריע לו, תודה. 
",
"החוק הזה מפלה לרעה אותנו, סיעת יהדות התורה; מפלה לרעה את סיעת ש""ס. ואני פונה לנציגות או לחברי הכנסת ממרצ, שתמיד דואגים – אני לא מכיר אחרים שדואגים – לא להפלות לרעה, שיגינו על סיעות יהדות התורה וש""ס, ויתנגדו יחד איתנו לחוק הפוגע הזה. 
",
"אמן, תודה רבה. פעם ראשונה שאתה קורא לנציגות. באמת, יפה מאוד. תודה רבה, חבר הכנסת מאיר פרוש. חבר הכנסת דוד ביטן, בבקשה. 
",
"מה הבעיה שלך עם ה""אמן""? 
",
"זה יפה שפעם ראשונה הסיעה שלכם קוראת לנציגות. 
",
"מה זה ה""אמן"" הזה?
",
"חבר הכנסת דוד ביטן, בבקשה. 
",
"אבל למה את מזלזלת בתפילות? 
",
"לא מזלזלת. 
",
